coupling_function,k,device_count,cycle_time,listening_rate,duration,format,run_count,readable_run_count,total_data_size_bytes,oldest_created_at,newest_created_at
NewSIN,8,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,80,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,81,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,82,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,83,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,84,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,85,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,86,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,87,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,88,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,89,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,9,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,90,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,91,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,92,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,93,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,94,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,95,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,96,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,97,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,98,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
NewSIN,99,50,10000,25,1800000,current_graph_manifest,500,0,667196028,2026-07-06T10:06:53+00:00,2026-07-06T10:06:53+00:00
