time,oscillator_id,send_count,cycle_index,phase_rad,run_index,cumulative_per_percent,record_type
768195.1215715082,1,154.0,154,1.9228074752598179,3.0,,
768839.6708038258,4,154.0,154,2.7327719285101835,3.0,,
771485.8183504494,2,155.0,154,6.058019005625127,3.0,,
771907.1816495506,3,155.0,155,0.30433443642492225,3.0,,
772551.3656053506,0,155.0,155,1.1138398696656255,3.0,,
773198.7394462791,1,155.0,155,1.9273538307805531,3.0,,
773843.2921171483,4,155.0,155,2.737322605042248,3.0,,
776483.2928378923,2,156.0,155,6.054845352946719,3.0,,
776909.7071621077,3,156.0,156,0.3075080891033305,3.0,,
777554.9853357646,0,156.0,156,1.1183885570562744,3.0,,
778198.7394462791,1,156.0,156,1.9273538307805531,3.0,,
778846.913445368,4,156.0,156,2.74187330029469,3.0,,
781480.7399858868,2,157.0,156,6.05163734450429,3.0,,
781912.2600141132,3,157.0,157,0.31071609754575874,3.0,,
782558.6098056387,0,157.0,157,1.1229432002280983,3.0,,
783202.3573130022,1,157.0,157,1.9319001761881363,3.0,,
783846.913445368,4,157.0,157,2.74187330029469,3.0,,
786478.1596030049,2,158.0,157,6.048394739742176,3.0,,
786914.8403969951,3,158.0,158,0.31395870230787293,3.0,,
787558.6098056387,0,158.0,158,1.1229432002280983,3.0,,
788205.9751510876,1,158.0,158,1.9364464856085193,3.0,,
788850.5347885841,4,158.0,158,2.746424014392297,3.0,,
791475.5515002941,2,159.0,158,6.045117301215751,3.0,,
791917.4484997059,3,159.0,159,0.31723614083429713,3.0,,
792562.2277387084,0,159.0,159,1.1274896290092842,3.0,,
793205.9751510876,1,159.0,159,1.9364464856085193,3.0,,
793854.1561469857,4,159.0,159,2.7509747475724993,3.0,,
796472.9154914425,2,160.0,159,6.041804794798584,3.0,,
796920.0845085575,3,160.0,160,0.3205486472514649,3.0,,
797565.8500483624,0,160.0,160,1.1320415575685225,3.0,,
798209.5929887611,1,160.0,160,1.9409927945113221,3.0,,
798854.1561469857,4,160.0,160,2.7509747475724993,3.0,,
801470.2513929484,2,161.0,160,6.038456989895577,3.0,,
801922.7486070516,3,161.0,161,0.32389645215447177,3.0,,
802565.8500483624,0,161.0,161,1.1320415575685225,3.0,,
803213.2108070396,1,161.0,161,1.9455390790416172,3.0,,
803857.7775206403,4,161.0,161,2.755525499920147,3.0,,
806467.5590242941,2,162.0,161,6.035073659661534,3.0,,
806925.4409757059,3,162.0,162,0.32727978238851524,3.0,,
807569.4650832734,0,162.0,162,1.136584344416028,3.0,,
808213.2108070396,1,162.0,162,1.9455390790416172,3.0,,
808861.3989096979,4,162.0,162,2.7600762716238108,3.0,,
811464.8382081243,2,163.0,162,6.031654581225126,3.0,,
811928.1617918757,3,163.0,163,0.3306988608249223,3.0,,
812573.0841207528,0,163.0,163,1.1411321610393614,3.0,,
