coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
NewSIN,105.0,500,0,0.0,95.6,,,,53.0,32.0,87.75,,,,1.7944,1.1257263000459332,,,,
NewSIN,106.0,500,0,0.0,95.6,,,,57.0,35.0,86.0,,,,1.821911111111111,1.0878340707281817,,,,
NewSIN,107.0,500,0,0.0,95.2,,,,56.0,32.75,88.0,,,,1.8871555555555557,1.1268980713524153,,,,
NewSIN,108.0,500,0,0.0,94.4,,,,58.5,32.75,88.25,,,,1.910177777777778,1.1502260576386913,,,,
NewSIN,109.0,500,0,0.0,95.2,,,,58.0,37.0,93.0,,,,1.9442000000000004,1.1162188054691033,,,,
NewSIN,110.0,500,0,0.0,95.8,,,,64.0,36.0,96.0,,,,2.013377777777778,1.1739198558682287,,,,
NewSIN,111.0,500,0,0.0,97.2,,,,64.0,38.0,92.0,,,,2.010222222222222,1.150702860713173,,,,
NewSIN,112.0,500,0,0.0,94.6,,,,65.0,40.0,94.0,,,,2.1162444444444444,1.2317432722188195,,,,
NewSIN,113.0,500,0,0.0,94.6,,,,65.0,39.0,96.0,,,,2.133,1.174754288558612,,,,
NewSIN,114.0,500,0,0.0,94.0,,,,74.0,42.0,101.0,,,,2.2197777777777774,1.2121695247890183,,,,
NewSIN,115.0,500,0,0.0,91.2,,,,67.0,43.0,96.25,,,,2.2724444444444445,1.247307875622225,,,,
NewSIN,116.0,500,0,0.0,93.0,,,,70.0,43.0,103.0,,,,2.3199111111111113,1.2451631715893032,,,,
NewSIN,117.0,500,0,0.0,92.4,,,,70.0,46.0,102.0,,,,2.353111111111111,1.2382238080681818,,,,
NewSIN,118.0,500,0,0.0,92.8,,,,69.0,46.75,104.0,,,,2.4094000000000007,1.2508472738493501,,,,
NewSIN,119.0,500,0,0.0,92.4,,,,77.0,50.0,102.0,,,,2.4936888888888884,1.277027428026126,,,,
NewSIN,120.0,500,0,0.0,90.4,,,,73.0,45.75,103.0,,,,2.5525333333333338,1.2362924663372232,,,,
NewSIN,121.0,500,0,0.0,89.0,,,,78.0,48.0,106.0,,,,2.6150222222222217,1.257285559412193,,,,
NewSIN,122.0,500,0,0.0,90.4,,,,77.0,49.0,111.0,,,,2.6576,1.2489798971730461,,,,
NewSIN,123.0,500,0,0.0,87.0,,,,83.0,51.0,114.0,,,,2.7696222222222224,1.2716158066382408,,,,
NewSIN,124.0,500,0,0.0,86.8,,,,75.5,48.25,113.0,,,,2.8221999999999996,1.3373920447581997,,,,
NewSIN,125.0,500,0,0.0,82.6,,,,77.0,49.0,111.0,,,,2.8956222222222223,1.3142203717157157,,,,
